Wall time,Step,Value
1524672904.7536647,9403,2.1508989334106445
1524672918.6918352,9409,1.950082778930664
1524672941.064276,9424,2.1397554874420166
1524672963.0615463,9439,2.0166025161743164
1524672985.9107792,9454,2.0590195655822754
1524673008.091756,9469,2.0742812156677246
1524673031.2264256,9484,2.180109977722168
1524673053.647836,9499,2.16902232170105
1524673067.6564922,9505,2.040999412536621
1524673090.1553862,9520,2.1611618995666504
1524673113.0806282,9535,2.138685703277588
1524673135.6856813,9550,2.161325693130493
1524673158.7365258,9565,2.0512912273406982
1524673184.2936778,9580,2.2215769290924072
1524673207.2733295,9595,2.220365285873413
